id,name,city,country,iata_code,icao_code,latitude,longitude,altitude,timezone_offset,dst,tz,type,source,language
5741,Мемориальное поле,Горячие источники,Соединенные Штаты,HOT,KHOT,34.47800064086914,-93.09619903564453,540,-6,A,America/Chicago,airport,OurAirports,ru
5742,Три-Стейт / Милтон Дж. Фергюсон Филд,Хантингтон,Соединенные Штаты,HTS,KHTS,38.36669922,-82.55799866,828,-5,A,America/New_York,airport,OurAirports,ru
5743,Аэропорт Кили,Остров Кили,Маршалловы острова,KIO,Q51,5.644515,169.119507,5,12,U,Pacific/Majuro,airport,OurAirports,ru
5744,Региональный аэропорт Кирксвилл,Кирксвилл,Соединенные Штаты,IRK,KIRK,40.09349822998047,-92.5448989868164,966,-6,A,America/Chicago,airport,OurAirports,ru
5745,Региональный аэропорт Джеймстаун,Джеймстаун,Соединенные Штаты,JMS,KJMS,46.92969894,-98.67819977,1500,-6,A,America/Chicago,airport,OurAirports,ru
5746,Региональный аэропорт Ларами,Ларами,Соединенные Штаты,LAR,KLAR,41.31209945678711,-105.67500305175781,7284,-7,A,America/Denver,airport,OurAirports,ru
5747,Региональный аэропорт Арнольда Палмера,Латроб,Соединенные Штаты,LBE,KLBE,40.27590179,-79.40480042,1199,-5,A,America/New_York,airport,OurAirports,ru
5748,Региональный аэропорт Норт-Платт Ли Берд Филд,Норт-Платт,Соединенные Штаты,LBF,KLBF,41.12620163,-100.6839981,2777,-6,A,America/Chicago,airport,OurAirports,ru
5749,Муниципальный аэропорт Ливана,Ливан,Соединенные Штаты,LEB,KLEB,43.626098632799994,-72.30419921880001,603,-5,A,America/New_York,airport,OurAirports,ru
5750,Кратер-Лейк-Региональный аэропорт Кламат,Кламат-Фолс,Соединенные Штаты,LMT,KLMT,42.156101,-121.733002,4095,-8,A,America/Los_Angeles,airport,OurAirports,ru
5751,Ланкастер аэропорт,Ланкастер,Соединенные Штаты,LNS,KLNS,40.121700286865234,-76.29609680175781,403,-5,A,America/New_York,airport,OurAirports,ru
5752,Муниципальный аэропорт Льюистаун,Льюистаун,Соединенные Штаты,LWT,KLWT,47.04930114746094,-109.46700286865234,4170,-7,A,America/Denver,airport,OurAirports,ru
5753,Линчбергский региональный Престон Гленн Филд,Линчберг,Соединенные Штаты,LYH,KLYH,37.326698303222656,-79.20040130615234,938,-5,A,America/New_York,airport,OurAirports,ru
5754,Аэропорт округа Маскегон,Маскегон,Соединенные Штаты,MKG,KMKG,43.16949844,-86.23819733,629,-5,A,America/New_York,airport,OurAirports,ru
5755,Фрэнк Уайли Филд,Майлз Сити,Соединенные Штаты,MLS,KMLS,46.428001403808594,-105.88600158691406,2630,-7,A,America/Denver,airport,OurAirports,ru
5756,Региональный аэропорт Северо-Западной Алабамы,Мускульные косяки,Соединенные Штаты,MSL,KMSL,34.74530029,-87.61019897,551,-6,A,America/Chicago,airport,OurAirports,ru
5757,Региональный аэропорт Юго-Западного Орегона,Норт-Бенд,Соединенные Штаты,OTH,KOTH,43.41709899902344,-124.24600219726562,17,-8,A,America/Los_Angeles,airport,OurAirports,ru
5758,Аэропорт Оуэнсборо Дэвис Каунти,Оуэнсборо,Соединенные Штаты,OWB,KOWB,37.74010086,-87.16680145,407,-6,A,America/Chicago,airport,OurAirports,ru
5759,Региональный аэропорт Хаттисберг Лорел,Хаттисберг/Лорел,Соединенные Штаты,PIB,KPIB,31.467100143432617,-89.33709716796875,298,-6,A,America/Chicago,airport,OurAirports,ru
5760,Региональный аэропорт Покателло,Покателло,Соединенные Штаты,PIH,KPIH,42.9098014831543,-112.59600067138672,4452,-7,A,America/Denver,airport,OurAirports,ru
5761,Региональный аэропорт Пьер,Пьер,Соединенные Штаты,PIR,KPIR,44.38270187,-100.2860031,1744,-6,A,America/Chicago,airport,OurAirports,ru
5762,Региональный аэропорт Пеллстон в аэропорту округа Эммет,Пеллстон,Соединенные Штаты,PLN,KPLN,45.57089996,-84.79669952,721,-5,A,America/New_York,airport,OurAirports,ru
5763,Портсмутский международный аэропорт Пиз,Портсмут,Соединенные Штаты,PSM,KPSM,43.0778999329,-70.8233032227,100,-5,A,America/New_York,airport,OurAirports,ru
5764,Ридинг Региональное поле Карла Спаатца,Чтение,Соединенные Штаты,RDG,KRDG,40.378501892089844,-75.96520233154297,344,-5,A,America/New_York,airport,OurAirports,ru
5765,Аэропорт округа Райнлендер Онейда,Рейнландер,Соединенные Штаты,RHI,KRHI,45.63119888305664,-89.46749877929688,1624,-6,A,America/Chicago,airport,OurAirports,ru
5766,Региональный аэропорт Юго-Западного Вайоминга,Рок-Спрингс,Соединенные Штаты,RKS,KRKS,41.5942,-109.065001,6764,-7,A,America/Denver,airport,OurAirports,ru
5767,Ратленд - региональный аэропорт Южного Вермонта,Ратленд,Соединенные Штаты,RUT,KRUT,43.52939987,-72.94960022,787,-5,A,America/New_York,airport,OurAirports,ru
5768,Региональный аэропорт округа Сан-Луис,Сан-Луис-Обиспо,Соединенные Штаты,SBP,KSBP,35.236801147499996,-120.641998291,212,-8,A,America/Los_Angeles,airport,OurAirports,ru
5769,Аэропорт Шеридан Каунти,Шеридан,Соединенные Штаты,SHR,KSHR,44.76919937133789,-106.9800033569336,4021,-7,A,America/Denver,airport,OurAirports,ru
5770,Региональный аэропорт Адирондак,Саранак Лейк,Соединенные Штаты,SLK,KSLK,44.38529968261719,-74.2061996459961,1663,-5,A,America/New_York,airport,OurAirports,ru
5771,Муниципальный аэропорт Салина,Салина,Соединенные Штаты,SLN,KSLN,38.79100036621094,-97.6521987915039,1288,-6,A,America/Chicago,airport,OurAirports,ru
5772,Паб Санта-Мария / Капитан Дж. Аллан Хэнкок Филд,Санта-Мария,Соединенные Штаты,SMX,KSMX,34.89889908,-120.4570007,261,-8,A,America/Los_Angeles,airport,OurAirports,ru
5773,Региональный аэропорт Тупело,Тупело,Соединенные Штаты,TUP,KTUP,34.26810073852539,-88.7698974609375,346,-6,A,America/Chicago,airport,OurAirports,ru
5774,Куинси Региональный Болдуин Филд,Куинси,Соединенные Штаты,UIN,KUIN,39.94269943,-91.19460297,768,-6,A,America/Chicago,airport,OurAirports,ru
5775,Региональный аэропорт Виктория,Виктория,Соединенные Штаты,VCT,KVCT,28.85260009765625,-96.91850280761719,115,-6,A,America/Chicago,airport,OurAirports,ru
5776,Региональный аэропорт Валдоста,Валдоста,Соединенные Штаты,VLD,KVLD,30.782499313354492,-83.27670288085938,203,-5,A,America/New_York,airport,OurAirports,ru
5777,Муниципальный аэропорт Уорленда,Уорланд,Соединенные Штаты,WRL,KWRL,43.9656982421875,-107.95099639892578,4227,-7,A,America/Denver,airport,OurAirports,ru
5779,Аэродром Якима Макаллистер Филд,Якима,Соединенные Штаты,YKM,KYKM,46.56819916,-120.5439987,1099,-8,A,America/Los_Angeles,airport,OurAirports,ru
5780,Международный аэропорт Эрджан,Никосия,Кипр,ECN,LCEN,35.154701232910156,33.49610137939453,404,2,E,Asia/Nicosia,airport,OurAirports,ru
5781,Аэропорт Логроньо-Агонсильо,Логроньо-Агонсильо,Испания,RJL,LELO,42.4609534888,-2.32223510742,1161,1,E,Europe/Madrid,airport,OurAirports,ru
5782,Иль д'Ю аэропорт,Иль д'Ю,Франция,IDY,LFEY,46.71860122680664,-2.3911099433898926,79,1,E,Europe/Paris,airport,OurAirports,ru
5783,Аэропорт Анже-Луара,Анжер/Марсе,Франция,ANE,LFJR,47.560299,-0.312222,194,1,E,Europe/Paris,airport,OurAirports,ru
5786,Аэропорт Ла Моль,Ла Моль,Франция,LTT,LFTZ,43.205399,6.482,59,1,E,Europe/Paris,airport,OurAirports,ru
5787,Сирос аэропорт,Остров Сирос,Греция,JSY,LGSO,37.4227981567,24.950899124099998,236,2,E,Europe/Athens,airport,OurAirports,ru
5788,Аэропорт Печ-Погани,Печ-Погани,Венгрия,PEV,LHPP,45.990898,18.240996,1000,1,N,Europe/Budapest,airport,OurAirports,ru
5789,Международный аэропорт Дьёр-Пер,Дьёр,Венгрия,\N,LHPR,47.624401,17.813601,424,1,N,Europe/Budapest,airport,OurAirports,ru
5790,Международный аэропорт Шармеллек,Шармеллек,Венгрия,SOB,LHSM,46.686391,17.159084,408,1,N,Europe/Budapest,airport,OurAirports,ru
5791,Аэропорт Аоста,Аоста,Италия,AOT,LIMW,45.738499,7.36872,1791,1,E,Europe/Rome,airport,OurAirports,ru
5792,Аэропорт Салерно Коста д'Амальфи,Салерно,Италия,QSR,LIRI,40.620399,14.9113,119,1,E,Europe/Rome,airport,OurAirports,ru
5793,Аэропорт Корво,Корво,Португалия,CVU,LPCR,39.671501,-31.1136,0,-1,E,Atlantic/Azores,airport,OurAirports,ru
5794,Международный аэропорт Баня-Лука,Баня-Лука,Босния и Герцеговина,BNX,LQBK,44.94139862060547,17.297500610351562,400,1,E,Europe/Sarajevo,airport,OurAirports,ru
5795,Аэропорт Ушак,Ушак,Турция,USQ,LTBO,38.68149948120117,29.47170066833496,2897,3,E,Europe/Istanbul,airport,OurAirports,ru
5796,Карс аэропорт,Карс,Турция,KSY,LTCF,40.562198638916016,43.1150016784668,5889,3,E,Europe/Istanbul,airport,OurAirports,ru
5797,Шанлыурфа аэропорт,Шанлыурфа,Турция,SFQ,LTCH,37.09429931640625,38.84709930419922,1483,3,E,Europe/Istanbul,airport,OurAirports,ru
5798,Аэропорт Кахраманмараш,Кахраманмарас,Турция,KCM,LTCN,37.5388259888,36.9535217285,1723,3,E,Europe/Istanbul,airport,OurAirports,ru
5799,Аэропорт Агры,Агри,Турция,AJI,LTCO,39.654541015625,43.025978088378906,5462,3,E,Europe/Istanbul,airport,OurAirports,ru
5800,Адыяман аэропорт,Адияман,Турция,ADF,LTCP,37.7313995361,38.4688987732,2216,3,E,Europe/Istanbul,airport,OurAirports,ru
5801,Международный аэропорт Сулейман Демирель,Испарта,Турция,ISE,LTFC,37.8554000854,30.368400573699997,2835,3,E,Europe/Istanbul,airport,OurAirports,ru
5802,Аэропорт Балыкесир Кёрфез,Баликесир Корфез,Турция,EDO,LTFD,39.554599762,27.0137996674,50,3,E,Europe/Istanbul,airport,OurAirports,ru
5803,Аэропорт Самсун Чаршамба,Самсун,Турция,SZF,LTFH,41.254501,36.567101,18,3,E,Europe/Istanbul,airport,OurAirports,ru
5806,Аэропорт Жилина,Жилина,Словакия,ILZ,LZZI,49.231498718299996,18.6135005951,1020,1,E,Europe/Bratislava,airport,OurAirports,ru
5807,Международный аэропорт JAGS Маккартни,Кокберн Таун,Острова Тёркс и Кайкос,GDT,MBGT,21.444499969482422,-71.14230346679688,13,-4,U,America/Grand_Turk,airport,OurAirports,ru
5808,Аэропорт Мидл Кайкос,Мидл-Кайкос,Острова Тёркс и Кайкос,MDS,MBMC,21.82602,-71.8025,9,-4,U,America/Grand_Turk,airport,OurAirports,ru
5809,Аэропорт Солт-Кей,Солт-Кей,Острова Тёркс и Кайкос,SLX,MBSY,21.333000183099998,-71.1999969482,3,-4,U,America/Grand_Turk,airport,OurAirports,ru
5810,Международный аэропорт Самана Эль-Катей,Самана,Доминиканская Республика,AZS,MDCY,19.2670001984,-69.7419967651,30,-4,U,America/Santo_Domingo,airport,OurAirports,ru
5811,Международный аэропорт Ла Исабела,Ла Изабела,Доминиканская Республика,JBQ,MDJB,18.572500228881836,-69.98560333251953,98,-4,U,America/Santo_Domingo,airport,OurAirports,ru
5812,Аэропорт Пуэрто Барриос,Пуэрто Барриос,Гватемала,PBR,MGPB,15.7309,-88.583801,33,-6,U,America/Guatemala,airport,OurAirports,ru
5813,Кесальтенанго аэропорт,Кесальтенанго,Гватемала,AAZ,MGQZ,14.8656,-91.501999,7779,-6,U,America/Guatemala,airport,OurAirports,ru
5814,Утирик аэропорт,Остров Утирик,Маршалловы острова,UTK,03N,11.222,169.852005,4,12,U,Pacific/Majuro,airport,OurAirports,ru
5831,Ахуас аэропорт,Ахуас,Гондурас,AHS,MHAH,15.4722,-84.352203,249,-6,U,America/Tegucigalpa,airport,OurAirports,ru
5832,Аэропорт Пуэрто Лемпира,Пуэрто Лемпира,Гондурас,PEU,MHPL,15.2622,-83.781197,33,-6,U,America/Tegucigalpa,airport,OurAirports,ru
5833,Аэропорт Мили Айленд,Остров Мили,Маршалловы острова,MIJ,MLIP,6.08333,171.733002,4,12,U,Pacific/Majuro,airport,OurAirports,ru
5834,Национальный аэропорт имени капитана Рохелио Кастильо,Селайя,Мексика,CYW,MMCY,20.546,-100.887001,5709,-6,S,America/Mexico_City,airport,OurAirports,ru
5835,Аэропорт Сьюдад-Конститусьон,Сьюдад-Конститусьон,Мексика,CUA,MMDA,25.053800582886,-111.61499786377,213,-7,S,America/Mazatlan,airport,OurAirports,ru
5836,Аэропорт Герреро Негро,Герреро Негро,Мексика,GUB,MMGR,28.0261,-114.024002,59,-8,S,America/Tijuana,airport,OurAirports,ru
5837,Эль Ленсеро аэропорт,Халапа,Мексика,JAL,MMJA,19.4750995636,-96.7975006104,3127,-6,S,America/Mexico_City,airport,OurAirports,ru
5838,Аэропорт Алонсо Вальдеррама,Читре,Панама,CTD,MPCE,7.987840175628662,-80.40969848632812,33,-5,U,America/Panama,airport,OurAirports,ru
5839,Аэропорт Энрике Адольфо Хименес,Колон,Панама,ONX,MPEJ,9.356639862060547,-79.86740112304688,25,-5,U,America/Panama,airport,OurAirports,ru
5840,Жаке: аэропорт,Жаке,Панама,JQE,MPJE,7.51777982711792,-78.1572036743164,29,-5,U,America/Panama,airport,OurAirports,ru
5841,Аэропорт Капитан Рамон Хатрух,Ла Пальма,Панама,PLP,MPLP,8.406669616699219,-78.1417007446289,30,-5,U,America/Panama,airport,OurAirports,ru
5842,Аэропорт Аэротортугеро,Роксана,Коста-Рика,TTQ,MRAO,10.42,-83.6095,92,-6,U,America/Costa_Rica,airport,OurAirports,ru
5843,Аэропорт Барра дель Колорадо,Покочи,Коста-Рика,BCL,MRBC,10.768699645996094,-83.58560180664062,3,-6,U,America/Costa_Rica,airport,OurAirports,ru
